Location,Race,TimeFrame,DataFormat,Data
District of Columbia,Non-Hispanic Asian alone,2004,Percent,0.02
District of Columbia,Non-Hispanic Black alone,2004,Percent,0.71
District of Columbia,Non-Hispanic Two or More Race Groups,2005,Percent,0.02
District of Columbia,Total less than 18,2005,Percent,1
District of Columbia,Non-Hispanic White alone,2005,Number,15949
District of Columbia,Non-Hispanic Two or More Race Groups,2004,Number,2370
District of Columbia,Total less than 18,2004,Number,109756
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Number,45
District of Columbia,Hispanic or Latino,2003,Number,11666
District of Columbia,Non-Hispanic Black alone,2003,Number,80065
District of Columbia,Non-Hispanic Asian alone,2003,Number,1818
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2003,Number,211
District of Columbia,Non-Hispanic White alone,2004,Number,15691
District of Columbia,Total less than 18,2004,Percent,1
District of Columbia,Non-Hispanic Two or More Race Groups,2004,Percent,0.02
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2004,Number,227
District of Columbia,Non-Hispanic Asian alone,2004,Number,1718
District of Columbia,Non-Hispanic Black alone,2004,Number,77960
District of Columbia,Hispanic or Latino,2004,Number,11748
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Number,42
District of Columbia,Non-Hispanic White alone,2003,Number,15365
District of Columbia,Total less than 18,2003,Number,111403
District of Columbia,Non-Hispanic Two or More Race Groups,2003,Number,2233
District of Columbia,Non-Hispanic White alone,2002,Percent,0.14
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Percent,<.5%
District of Columbia,Hispanic or Latino,2002,Percent,0.1
District of Columbia,Non-Hispanic Asian alone,2002,Percent,0.02
District of Columbia,Non-Hispanic Black alone,2002,Percent,0.72
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2002,Percent,<.5%
District of Columbia,Non-Hispanic Black alone,2003,Percent,0.72
District of Columbia,Non-Hispanic Asian alone,2003,Percent,0.02
District of Columbia,Hispanic or Latino,2003,Percent,0.1
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Percent,<.5%
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2003,Percent,<.5%
District of Columbia,Non-Hispanic White alone,2003,Percent,0.14
District of Columbia,Non-Hispanic Two or More Race Groups,2003,Percent,0.02
District of Columbia,Total less than 18,2003,Percent,1
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2002,Number,225
District of Columbia,Non-Hispanic Asian alone,2002,Number,1871
District of Columbia,Non-Hispanic Black alone,2002,Number,82392
District of Columbia,Hispanic or Latino,2002,Number,11738
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Number,48
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Number,52
District of Columbia,Hispanic or Latino,2001,Number,11809
District of Columbia,Non-Hispanic Black alone,2001,Number,83789
District of Columbia,Non-Hispanic Asian alone,2001,Number,1797
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2001,Number,231
District of Columbia,Total less than 18,2001,Number,114625
District of Columbia,Non-Hispanic Two or More Race Groups,2001,Number,1941
District of Columbia,Non-Hispanic White alone,2001,Number,15006
District of Columbia,Non-Hispanic Two or More Race Groups,2002,Number,2122
District of Columbia,Total less than 18,2002,Number,113822
District of Columbia,Non-Hispanic White alone,2002,Number,15426
District of Columbia,Total less than 18,2002,Percent,1
District of Columbia,Non-Hispanic Two or More Race Groups,2002,Percent,0.02
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2001,Percent,<.5%
District of Columbia,Non-Hispanic Asian alone,2001,Percent,0.02
District of Columbia,Non-Hispanic Black alone,2001,Percent,0.73
District of Columbia,Hispanic or Latino,2001,Percent,0.1
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Percent,<.5%
District of Columbia,Non-Hispanic White alone,2001,Percent,0.13
District of Columbia,Non-Hispanic Two or More Race Groups,2001,Percent,0.02
District of Columbia,Total less than 18,2001,Percent,1
District of Columbia,Non-Hispanic White alone,2000,Percent,0.12
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,<.5%
District of Columbia,Hispanic or Latino,2000,Percent,0.1
District of Columbia,Non-Hispanic Black alone,2000,Percent,0.75
District of Columbia,Non-Hispanic Asian alone,2000,Percent,0.02
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,<.5%
District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2000,Number,245
District of Columbia,Non-Hispanic Asian alone,2000,Number,1767
District of Columbia,Non-Hispanic Black alone,2000,Number,85418
District of Columbia,Hispanic or Latino,2000,Number,11463
District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Number,50
District of Columbia,Non-Hispanic Two or More Race Groups,2000,Number,1732
District of Columbia,Total less than 18,2000,Number,114503
District of Columbia,Non-Hispanic White alone,2000,Number,13828
District of Columbia,Total less than 18,2000,Percent,1
District of Columbia,Non-Hispanic Two or More Race Groups,2000,Percent,0.02
Florida,Total less than 18,2000,Number,3654880
Florida,Non-Hispanic Two or More Race Groups,2000,Number,60624
Florida,Non-Hispanic White alone,2000,Number,2032345
Florida,Non-Hispanic American Indian and Alaskan Native alone,2000,Number,10701
Florida,Non-Hispanic Asian alone,2000,Number,64030
Florida,Non-Hispanic Black alone,2000,Number,774900
Florida,Hispanic or Latino,2000,Number,710382
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Number,1898
Florida,Non-Hispanic Asian alone,2000,Percent,0.02
Florida,Hispanic or Latino,2000,Percent,0.19
Florida,Non-Hispanic Black alone,2000,Percent,0.21
Florida,Total less than 18,2000,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2000,Percent,0.02
Florida,Non-Hispanic White alone,2000,Percent,0.56
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,<.5%
Florida,Total less than 18,2001,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2001,Percent,0.02
Florida,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,<.5%
Florida,Non-Hispanic American Indian and Alaskan Native alone,2001,Percent,<.5%
Florida,Non-Hispanic Asian alone,2001,Percent,0.02
Florida,Non-Hispanic Black alone,2001,Percent,0.21
Florida,Hispanic or Latino,2001,Percent,0.2
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Percent,<.5%
Florida,Non-Hispanic White alone,2001,Percent,0.55
Florida,Total less than 18,2002,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2002,Percent,0.02
Florida,Non-Hispanic American Indian and Alaskan Native alone,2001,Number,10893
Florida,Total less than 18,2002,Number,3774624
Florida,Non-Hispanic Two or More Race Groups,2002,Number,73161
Florida,Non-Hispanic Asian alone,2002,Number,71236
Florida,Non-Hispanic Black alone,2002,Number,798595
Florida,Hispanic or Latino,2002,Number,788289
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Number,2117
Florida,Non-Hispanic White alone,2002,Number,2030177
Florida,Non-Hispanic Two or More Race Groups,2001,Number,66693
Florida,Total less than 18,2001,Number,3714439
Florida,Non-Hispanic White alone,2001,Number,2030935
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Number,2008
Florida,Hispanic or Latino,2001,Number,748918
Florida,Non-Hispanic Black alone,2001,Number,787702
Florida,Non-Hispanic Asian alone,2001,Number,67290
Florida,Non-Hispanic American Indian and Alaskan Native alone,2002,Number,11049
Florida,Total less than 18,2003,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2003,Percent,0.02
Florida,Non-Hispanic White alone,2003,Percent,0.53
Florida,Non-Hispanic Asian alone,2003,Percent,0.02
Florida,Non-Hispanic Black alone,2003,Percent,0.21
Florida,Hispanic or Latino,2003,Percent,0.22
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Percent,<.5%
Florida,Non-Hispanic American Indian and Alaskan Native alone,2003,Percent,<.5%
Florida,Non-Hispanic American Indian and Alaskan Native alone,2002,Percent,<.5%
Florida,Non-Hispanic Black alone,2002,Percent,0.21
Florida,Non-Hispanic Asian alone,2002,Percent,0.02
Florida,Non-Hispanic White alone,2002,Percent,0.54
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Percent,<.5%
Florida,Hispanic or Latino,2002,Percent,0.21
Florida,Non-Hispanic Two or More Race Groups,2003,Number,79723
Florida,Total less than 18,2003,Number,3820876
Florida,Non-Hispanic American Indian and Alaskan Native alone,2004,Number,11387
Florida,Non-Hispanic Asian alone,2004,Number,79596
Florida,Non-Hispanic Black alone,2004,Number,817013
Florida,Non-Hispanic Asian alone,2003,Number,74944
Florida,Non-Hispanic White alone,2003,Number,2020839
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Number,2183
Florida,Hispanic or Latino,2003,Number,825599
Florida,Non-Hispanic Black alone,2003,Number,806420
Florida,Total less than 18,2004,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2004,Percent,0.02
Florida,Non-Hispanic White alone,2004,Percent,0.52
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Percent,<.5%
Florida,Hispanic or Latino,2004,Percent,0.22
Florida,Non-Hispanic Black alone,2004,Percent,0.21
Florida,Non-Hispanic American Indian and Alaskan Native alone,2003,Number,11168
Florida,Total less than 18,2004,Number,3890734
Florida,Non-Hispanic Two or More Race Groups,2004,Number,86679
Florida,Non-Hispanic White alone,2004,Number,2021107
Florida,Hispanic or Latino,2004,Number,872661
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Number,2291
Florida,Total less than 18,2005,Percent,1
Florida,Non-Hispanic White alone,2005,Percent,0.51
Florida,Non-Hispanic Two or More Race Groups,2005,Percent,0.02
Florida,Non-Hispanic American Indian and Alaskan Native alone,2004,Percent,<.5%
Florida,Non-Hispanic Asian alone,2004,Percent,0.02
Florida,Non-Hispanic American Indian and Alaskan Native alone,2005,Percent,<.5%
Florida,Non-Hispanic Asian alone,2005,Percent,0.02
Florida,Non-Hispanic Black alone,2005,Percent,0.21
Florida,Hispanic or Latino,2005,Percent,0.23
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Percent,<.5%
Florida,Total less than 18,2006,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2006,Percent,0.02
Florida,Non-Hispanic White alone,2006,Percent,0.5
Florida,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,<.5%
Florida,Non-Hispanic Asian alone,2006,Percent,0.02
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,<.5%
Florida,Hispanic or Latino,2006,Percent,0.24
Florida,Non-Hispanic Black alone,2006,Percent,0.21
Florida,Non-Hispanic Two or More Race Groups,2005,Number,93566
Florida,Non-Hispanic White alone,2005,Number,2017537
Florida,Total less than 18,2005,Number,3968178
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Number,2488
Florida,Hispanic or Latino,2005,Number,929239
Florida,Non-Hispanic Black alone,2005,Number,828526
Florida,Total less than 18,2006,Number,4022912
Florida,Non-Hispanic Two or More Race Groups,2006,Number,100286
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Number,2545
Florida,Non-Hispanic White alone,2006,Number,1997287
Florida,Non-Hispanic Asian alone,2006,Number,89949
Florida,Non-Hispanic Black alone,2006,Number,836807
Florida,Hispanic or Latino,2006,Number,984638
Florida,Non-Hispanic American Indian and Alaskan Native alone,2006,Number,11400
Florida,Non-Hispanic American Indian and Alaskan Native alone,2005,Number,11454
Florida,Non-Hispanic Asian alone,2005,Number,85368
Florida,Total less than 18,2007,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2007,Percent,0.03
Florida,Non-Hispanic Black alone,2007,Percent,0.21
Florida,Hispanic or Latino,2007,Percent,0.26
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,<.5%
Florida,Non-Hispanic White alone,2007,Percent,0.49
Florida,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,<.5%
Florida,Non-Hispanic Asian alone,2007,Percent,0.02
Florida,Non-Hispanic Two or More Race Groups,2007,Number,105730
Florida,Total less than 18,2007,Number,4031098
Florida,Non-Hispanic White alone,2007,Number,1955223
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,2588
Florida,Hispanic or Latino,2007,Number,1028457
Florida,Non-Hispanic Black alone,2007,Number,835128
Florida,Non-Hispanic Asian alone,2007,Number,92849
Florida,Total less than 18,2008,Number,4018372
Florida,Non-Hispanic Two or More Race Groups,2008,Number,111233
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Number,2593
Florida,Non-Hispanic White alone,2008,Number,1906231
Florida,Non-Hispanic American Indian and Alaskan Native alone,2008,Number,10798
Florida,Non-Hispanic Asian alone,2008,Number,95135
Florida,Non-Hispanic Black alone,2008,Number,832745
Florida,Hispanic or Latino,2008,Number,1059637
Florida,Non-Hispanic American Indian and Alaskan Native alone,2013,Number,9470
Florida,Non-Hispanic Asian alone,2013,Number,102434
Florida,Non-Hispanic Black alone,2013,Number,828914
Florida,Hispanic or Latino,2013,Number,1170066
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Number,2779
Florida,Non-Hispanic White alone,2013,Number,1777935
Florida,Non-Hispanic Two or More Race Groups,2013,Number,136490
Florida,Total less than 18,2013,Number,4028088
Florida,Non-Hispanic American Indian and Alaskan Native alone,2013,Percent,<.5%
Florida,Non-Hispanic Asian alone,2013,Percent,0.03
Florida,Non-Hispanic Black alone,2013,Percent,0.21
Florida,Hispanic or Latino,2013,Percent,0.29
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Percent,<.5%
Florida,Non-Hispanic White alone,2013,Percent,0.44
Florida,Non-Hispanic Two or More Race Groups,2013,Percent,0.03
Florida,Total less than 18,2013,Percent,1
Florida,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,11123
Florida,Total less than 18,2008,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2008,Percent,0.03
Florida,Non-Hispanic White alone,2008,Percent,0.47
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Percent,<.5%
Florida,Hispanic or Latino,2008,Percent,0.26
Florida,Non-Hispanic Black alone,2008,Percent,0.21
Florida,Non-Hispanic Asian alone,2008,Percent,0.02
Florida,Non-Hispanic American Indian and Alaskan Native alone,2008,Percent,<.5%
Florida,Total less than 18,2009,Number,3997283
Florida,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,10391
Florida,Non-Hispanic Two or More Race Groups,2009,Number,116577
Florida,Non-Hispanic White alone,2009,Number,1861193
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2595
Florida,Hispanic or Latino,2009,Number,1081868
Florida,Non-Hispanic Black alone,2009,Number,827789
Florida,Non-Hispanic Asian alone,2009,Number,96870
Florida,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,<.5%
Florida,Non-Hispanic Asian alone,2010,Percent,0.02
Florida,Non-Hispanic Black alone,2010,Percent,0.21
Florida,Hispanic or Latino,2010,Percent,0.28
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,<.5%
Florida,Non-Hispanic White alone,2010,Percent,0.46
Florida,Non-Hispanic Two or More Race Groups,2010,Percent,0.03
Florida,Total less than 18,2010,Percent,1
Florida,Total less than 18,2009,Percent,1
Florida,Non-Hispanic Two or More Race Groups,2009,Percent,0.03
Florida,Non-Hispanic American Indian and Alaskan Native alone,2009,Percent,<.5%
Florida,Non-Hispanic Asian alone,2009,Percent,0.02
Florida,Non-Hispanic Black alone,2009,Percent,0.21
Florida,Hispanic or Latino,2009,Percent,0.27
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Percent,<.5%
Florida,Non-Hispanic White alone,2009,Percent,0.47
Florida,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,10264
Florida,Non-Hispanic Asian alone,2010,Number,99091
Florida,Non-Hispanic Black alone,2010,Number,824324
Florida,Hispanic or Latino,2010,Number,1108220
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,2583
Florida,Non-Hispanic White alone,2010,Number,1831586
Florida,Non-Hispanic Two or More Race Groups,2010,Number,121732
Florida,Total less than 18,2010,Number,3997800
Florida,Non-Hispanic American Indian and Alaskan Native alone,2015,Number,9612
Florida,Non-Hispanic Asian alone,2015,Number,107927
Florida,Non-Hispanic Black alone,2015,Number,837491
Florida,Hispanic or Latino,2015,Number,1226318
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Number,2987
Florida,Non-Hispanic White alone,2015,Number,1774404
Florida,Non-Hispanic Two or More Race Groups,2015,Number,146390
Florida,Total less than 18,2015,Number,4105129
Florida,Non-Hispanic American Indian and Alaskan Native alone,2011,Percent,<.5%
Florida,Non-Hispanic Asian alone,2011,Percent,0.02
Florida,Non-Hispanic Black alone,2011,Percent,0.21
Florida,Hispanic or Latino,2011,Percent,0.28
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Percent,<.5%
Florida,Non-Hispanic White alone,2011,Percent,0.45
Florida,Non-Hispanic Two or More Race Groups,2011,Percent,0.03
Florida,Total less than 18,2011,Percent,1
Florida,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,<.5%
Florida,Non-Hispanic Asian alone,2015,Percent,0.03
Florida,Non-Hispanic Black alone,2015,Percent,0.2
Florida,Hispanic or Latino,2015,Percent,0.3
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,<.5%
Florida,Non-Hispanic White alone,2015,Percent,0.43
Florida,Non-Hispanic Two or More Race Groups,2015,Percent,0.04
Florida,Total less than 18,2015,Percent,1
Florida,Non-Hispanic American Indian and Alaskan Native alone,2011,Number,9991
Florida,Non-Hispanic Asian alone,2011,Number,100028
Florida,Non-Hispanic Black alone,2011,Number,825096
Florida,Hispanic or Latino,2011,Number,1129073
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Number,2634
Florida,Non-Hispanic White alone,2011,Number,1810171
Florida,Non-Hispanic Two or More Race Groups,2011,Number,126693
Florida,Total less than 18,2011,Number,4003686
Florida,Non-Hispanic American Indian and Alaskan Native alone,2012,Number,9705
Florida,Non-Hispanic Asian alone,2012,Number,100938
Florida,Non-Hispanic Black alone,2012,Number,825836
Florida,Hispanic or Latino,2012,Number,1149659
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Number,2735
Florida,Non-Hispanic White alone,2012,Number,1793316
Florida,Non-Hispanic Two or More Race Groups,2012,Number,131818
Florida,Total less than 18,2012,Number,4014007
Florida,Non-Hispanic American Indian and Alaskan Native alone,2014,Percent,<.5%
Florida,Non-Hispanic Asian alone,2014,Percent,0.03
Florida,Non-Hispanic Black alone,2014,Percent,0.21
Florida,Hispanic or Latino,2014,Percent,0.29
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Percent,<.5%
Florida,Non-Hispanic White alone,2014,Percent,0.44
Florida,Non-Hispanic Two or More Race Groups,2014,Percent,0.03
Florida,Total less than 18,2014,Percent,1
Florida,Non-Hispanic American Indian and Alaskan Native alone,2012,Percent,<.5%
Florida,Non-Hispanic Asian alone,2012,Percent,0.03
Florida,Non-Hispanic Black alone,2012,Percent,0.21
Florida,Hispanic or Latino,2012,Percent,0.29
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Percent,<.5%
Florida,Non-Hispanic White alone,2012,Percent,0.45
Florida,Non-Hispanic Two or More Race Groups,2012,Percent,0.03
Florida,Total less than 18,2012,Percent,1
Florida,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,9419
Florida,Non-Hispanic Asian alone,2014,Number,104773
Florida,Non-Hispanic Black alone,2014,Number,832708
Florida,Hispanic or Latino,2014,Number,1196034
Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2882
Florida,Non-Hispanic White alone,2014,Number,1770261
Florida,Non-Hispanic Two or More Race Groups,2014,Number,141153
Florida,Total less than 18,2014,Number,4057230
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,4921
Georgia,Non-Hispanic Asian alone,2014,Number,90692
Georgia,Non-Hispanic Black alone,2014,Number,832586
Georgia,Hispanic or Latino,2014,Number,344823
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1637
Georgia,Non-Hispanic White alone,2014,Number,1133799
Georgia,Non-Hispanic Two or More Race Groups,2014,Number,84587
Georgia,Total less than 18,2014,Number,2493045
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2012,Percent,<.5%
Georgia,Non-Hispanic Asian alone,2012,Percent,0.03
Georgia,Non-Hispanic Black alone,2012,Percent,0.33
Georgia,Hispanic or Latino,2012,Percent,0.13
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Percent,<.5%
Georgia,Non-Hispanic White alone,2012,Percent,0.46
Georgia,Non-Hispanic Two or More Race Groups,2012,Percent,0.03
Georgia,Total less than 18,2012,Percent,1
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2014,Percent,<.5%
Georgia,Non-Hispanic Asian alone,2014,Percent,0.04
Georgia,Non-Hispanic Black alone,2014,Percent,0.33
Georgia,Hispanic or Latino,2014,Percent,0.14
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Percent,<.5%
Georgia,Non-Hispanic White alone,2014,Percent,0.45
Georgia,Non-Hispanic Two or More Race Groups,2014,Percent,0.03
Georgia,Total less than 18,2014,Percent,1
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2012,Number,4984
Georgia,Non-Hispanic Asian alone,2012,Number,84687
Georgia,Non-Hispanic Black alone,2012,Number,831440
Georgia,Hispanic or Latino,2012,Number,332401
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Number,1595
Georgia,Non-Hispanic White alone,2012,Number,1153187
Georgia,Non-Hispanic Two or More Race Groups,2012,Number,78612
Georgia,Total less than 18,2012,Number,2486906
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2011,Number,4975
Georgia,Non-Hispanic Asian alone,2011,Number,81871
Georgia,Non-Hispanic Black alone,2011,Number,835733
Georgia,Hispanic or Latino,2011,Number,326805
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Number,1592
Georgia,Non-Hispanic White alone,2011,Number,1162148
Georgia,Non-Hispanic Two or More Race Groups,2011,Number,75347
Georgia,Total less than 18,2011,Number,2488471
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,<.5%
Georgia,Non-Hispanic Asian alone,2015,Percent,0.04
Georgia,Non-Hispanic Black alone,2015,Percent,0.33
Georgia,Hispanic or Latino,2015,Percent,0.14
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,<.5%
Georgia,Non-Hispanic White alone,2015,Percent,0.45
Georgia,Non-Hispanic Two or More Race Groups,2015,Percent,0.03
Georgia,Total less than 18,2015,Percent,1
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2011,Percent,<.5%
Georgia,Non-Hispanic Asian alone,2011,Percent,0.03
Georgia,Non-Hispanic Black alone,2011,Percent,0.34
Georgia,Hispanic or Latino,2011,Percent,0.13
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Percent,<.5%
Georgia,Non-Hispanic White alone,2011,Percent,0.47
Georgia,Non-Hispanic Two or More Race Groups,2011,Percent,0.03
Georgia,Total less than 18,2011,Percent,1
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2015,Number,4995
Georgia,Non-Hispanic Asian alone,2015,Number,93862
Georgia,Non-Hispanic Black alone,2015,Number,837980
Georgia,Hispanic or Latino,2015,Number,351483
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Number,1712
Georgia,Non-Hispanic White alone,2015,Number,1126773
Georgia,Non-Hispanic Two or More Race Groups,2015,Number,87367
Georgia,Total less than 18,2015,Number,2504172
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,5021
Georgia,Non-Hispanic Asian alone,2010,Number,79492
Georgia,Non-Hispanic Black alone,2010,Number,840647
Georgia,Hispanic or Latino,2010,Number,317290
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,1576
Georgia,Non-Hispanic White alone,2010,Number,1173701
Georgia,Non-Hispanic Two or More Race Groups,2010,Number,72180
Georgia,Total less than 18,2010,Number,2489907
Georgia,Non-Hispanic White alone,2009,Percent,0.48
Georgia,Hispanic or Latino,2009,Percent,0.12
Georgia,Non-Hispanic Black alone,2009,Percent,0.34
Georgia,Non-Hispanic Asian alone,2009,Percent,0.03
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2009,Percent,<.5%
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Percent,<.5%
Georgia,Non-Hispanic Two or More Race Groups,2009,Percent,0.03
Georgia,Total less than 18,2009,Percent,1
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,<.5%
Georgia,Non-Hispanic Asian alone,2010,Percent,0.03
Georgia,Non-Hispanic Black alone,2010,Percent,0.34
Georgia,Hispanic or Latino,2010,Percent,0.13
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,<.5%
Georgia,Non-Hispanic White alone,2010,Percent,0.47
Georgia,Non-Hispanic Two or More Race Groups,2010,Percent,0.03
Georgia,Total less than 18,2010,Percent,1
Georgia,Non-Hispanic Asian alone,2009,Number,77300
Georgia,Non-Hispanic Black alone,2009,Number,840037
Georgia,Hispanic or Latino,2009,Number,305848
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1531
Georgia,Non-Hispanic White alone,2009,Number,1187003
Georgia,Non-Hispanic Two or More Race Groups,2009,Number,69042
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,5020
Georgia,Total less than 18,2009,Number,2485781
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2008,Percent,<.5%
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2013,Percent,<.5%
Georgia,Non-Hispanic Asian alone,2013,Percent,0.04
Georgia,Non-Hispanic Black alone,2013,Percent,0.33
Georgia,Hispanic or Latino,2013,Percent,0.14
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Percent,<.5%
Georgia,Non-Hispanic White alone,2013,Percent,0.46
Georgia,Non-Hispanic Two or More Race Groups,2013,Percent,0.03
Georgia,Total less than 18,2013,Percent,1
Georgia,Non-Hispanic Asian alone,2008,Percent,0.03
Georgia,Non-Hispanic Black alone,2008,Percent,0.34
Georgia,Hispanic or Latino,2008,Percent,0.12
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Percent,<.5%
Georgia,Non-Hispanic White alone,2008,Percent,0.48
Georgia,Non-Hispanic Two or More Race Groups,2008,Percent,0.03
Georgia,Total less than 18,2008,Percent,1
Georgia,Non-Hispanic American Indian and Alaskan Native alone,2013,Number,4959
Georgia,Non-Hispanic Asian alone,2013,Number,87635
Georgia,Non-Hispanic Black alone,2013,Number,828774
Georgia,Hispanic or Latino,2013,Number,338020
Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Number,1651
Georgia,Non-Hispanic White alone,2013,Number,1143664
Georgia,Non-Hispanic Two or More Race Groups,2013,Number,81445
Georgia,Total less than 18,2013,Number,2486148
Georgia,Hispanic or Latino,2008,Number,292641
Georgia,Non-Hispanic Black alone,2008,Number,838054
